,Author(s),Title,Publication Date,Source,Page Numbers,Link,Category,Abstract,Countries,heatwave,heat wave,heat  wave,heat  action  plan,heat  health,heat early warning system,heat-health action plan,heat-health warning  systems,extreme heat management,heat wave management,public health heat wave alert,Presence of heatwave warning from WMO dataset
252,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",India,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
253,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",Italy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
254,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",Mali,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
255,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",Niger,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
256,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",Oman,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
257,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",Slovenia,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
258,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",Chad,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
259,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",Taiwan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
260,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",Evaluation of an early-warning system for heat wave-related mortality in Europe: Implications for sub-seasonal to seasonal forecasting and climate services,"R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com","R Lowe, M García-Díez, J Ballester, J Creswick… - International journal of …, 2016 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/13/2/206,Academic Journal,"… climate-resilient health systems. A HHAP relies on early-warning systems for timely activation 
… These results are promising for the development of more localised early warning systems. …",United States,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
261,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",Bangladesh,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
262,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",Brazil,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
263,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",Canada,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
264,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",Switzerland,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
265,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",China,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
266,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",Georgia,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
267,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",India,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
268,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",Oman,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
269,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",Pakistan,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
270,"K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com","K Knowlton, SP Kulkarni, GS Azhar… - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… heat action plan for Ahmedabad. Its specific objectives were: (1) to assess heat-health impacts 
… project, offer details on the first heat-health action plan implemented in a South Asian city, …",United States,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
271,"MS Ragettli, M Röösli - Bundesgesundheitsblatt-Gesundheitsforschung …, 2019 - Springer",Heat-health action plans to prevent heat-related deaths—experiences from Switzerland,"MS Ragettli, M Röösli - Bundesgesundheitsblatt-Gesundheitsforschung …, 2019 - Springer","MS Ragettli, M Röösli - Bundesgesundheitsblatt-Gesundheitsforschung …, 2019 - Springer",Save Cite Cited by 5 Related articles All 5 versions  ,https://link.springer.com/article/10.1007/s00103-019-02928-8,Academic Journal,"… of Ticino have developed heat-health action plans. Such plans integrate and coordinate 
the … Analyses show that heat-health action plans have contributed to the prevention of heat-…",Switzerland,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
272,"MS Ragettli, M Röösli - Bundesgesundheitsblatt-Gesundheitsforschung …, 2019 - Springer",Heat-health action plans to prevent heat-related deaths—experiences from Switzerland,"MS Ragettli, M Röösli - Bundesgesundheitsblatt-Gesundheitsforschung …, 2019 - Springer","MS Ragettli, M Röösli - Bundesgesundheitsblatt-Gesundheitsforschung …, 2019 - Springer",Save Cite Cited by 5 Related articles All 5 versions  ,https://link.springer.com/article/10.1007/s00103-019-02928-8,Academic Journal,"… of Ticino have developed heat-health action plans. Such plans integrate and coordinate 
the … Analyses show that heat-health action plans have contributed to the prevention of heat-…",Kenya,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
273,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Austria,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
274,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Australia,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
275,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Belgium,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
276,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Belarus,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
277,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Canada,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
278,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Switzerland,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
279,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Germany,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
280,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Denmark,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
281,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Spain,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
282,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",France,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
283,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Georgia,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
284,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Greece,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
285,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Hong Kong,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
286,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Hungary,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
287,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",India,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
288,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Italy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
289,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",North Macedonia,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
290,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Niger,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
291,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Netherlands,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
292,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Oman,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
293,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Peru,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
294,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - International journal of …, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… Here we present a state-of-the-art review of HHWSs and heat-health action plans (HHAPs) 
of 16 countries, based on existing literature, web research and direct contact to National …",Portugal,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
